INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21216312, 'Rosï¿½rio', 'Mourinho', 'Castelo Branco    Sertã    Cernache do Bonjardim    3 283     7 206', 'Procurador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22324442, 'Lï¿½dia', 'Loureiro', 'Guarda    Sabugal    Sabugal    2 174     3 157', 'Fisioterapeuta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41247555, 'Elizabeth', 'Fernandes', 'Castelo Branco    Castelo Branco    Sarzedas    1 738     17 270', 'Especialista em marketing digital');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (34782771, 'ï¿½urea', 'Paz', 'Leiria    Leiria    Caranguejeira    4 992     3 021', 'Dentista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (19211122, 'Benjamim', 'Serpa', 'Porto    Santo Tirso    Água Longa    2 134     1 490', 'Designer gráfico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (43655113, 'Dulcineia', 'Trigueiro', 'Guarda    Guarda    S. Miguel da Guarda    6 734     890', 'Carpinteiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (63113117, 'Natacha', 'Carrilho', 'Guarda    Almeida    Malhada Sorda    364    4 815', 'Empreendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (82629142, 'Danilo', 'Trigueiro', 'Faro    Albufeira    Ferreiras    4 951     2 464', 'Militar');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12395233, 'Xavier', 'Moreno', 'Vila Real    Montalegre    Mourilhe    144    2 292', 'Influenciador digital');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (72593321, 'Marieta', 'Morgado', 'Castelo Branco    Penamacôr    Benquerença    695    2 868', 'Babysitter');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (73249274, 'Ivone', 'Quintanilla', 'Braga    Vila Verde    Sande    592    439', 'Engenheiro químico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22222625, 'ï¿½ngelo', 'Marinho', 'Madeira    Santana    S. Roque do Faial    927    1 590', 'Assistente dentário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21211631, 'Genoveva', 'Bulhão', 'Aveiro    Ílhavo    Gafanha da Nazaré    14 021     1 565', 'Web designer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21675232, 'Libï¿½nio', 'Homem', 'Viana do castelo    Viana do Castelo    Deão    971    236', 'Agricultor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (42632212, 'Belmira', 'Rebouças', 'Lisboa    Lourinhã    Sta. Bárbara    1 414     751', 'Gestor de produto');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41185116, 'Luciano', 'Carmo', 'Évora    Borba    Orada    878    5 083', 'Psicólogo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31115113, 'Alï¿½rio', 'Bicalho', 'Lisboa    Alenquer    Abrigada    3 416     3 923', 'Farmacêutico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12173613, 'Loide', 'Rijo', 'Porto    Vila Nova de Gaia    S. Felix da Marinha    11 171     900', 'Técnico de radiologia');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11111122, 'Olegï¿½rio', 'Quintella', 'Viana do castelo    Vila Nova de Cerveira    Loivo    859    526', 'Bombeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11418342, 'Rï¿½mulo', 'Noronha', 'Vila Real    Vila Pouca de Aguiar    Sabroso de Aguiar    708    1 207', 'Professor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (25112417, 'Nataniel', 'Garrau', 'Leiria    Leiria    Carvide    2 913     1 731', 'Auditor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71115311, 'Delfim', 'Gomes', 'Évora    Évora    N. S. da Graça do Divor    473    8 613', 'Dentista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11115952, 'Elda', 'Varela', 'Viana do castelo    Paredes de Coura    Parada    323    407', 'Carpinteiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (73111111, 'Antonieta', 'Olivera', 'Viana do castelo    Melgaço    Cousso    361    714', 'Consultor financeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (18122283, 'Darcy', 'Matoso', 'Coimbra    Pampilhosa da Serra    Portela do Fojo    572    3 787', 'Técnico de recursos humanos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15231643, 'Ismael', 'Jardim', 'Évora    Arraiolos    Gafanhoeiro (S. Pedro)    623    4 517', 'Polícia');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (33315111, 'Nelma', 'Severo', 'Viana do castelo    Valença    Friestas    546    432', 'Solicitador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (24112513, 'Clarissa', 'Paiva', 'Vila Real    Chaves    Seara Velha    187    970', 'Carpinteiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (33192686, 'Janaï¿½na', 'Paulos', 'Porto    Vila do Conde    Canidelo    941    375', 'Engenheiro informático');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (25164141, 'Mariete', 'Varella', 'Bragança    Bragança    Calvelhe    137    2 305', 'Engenheiro químico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (35135821, 'Junia', 'Matoso', 'Setúbal    Montijo    Poceirão    4 304     14 707', 'Diretor de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (38535256, 'Edite', 'Milheiriço', 'Braga    Terras de Bouro Rio Caldo    993    1 164', 'Engenheiro informático');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (18146297, 'Ondina', 'Rego', 'Braga    Guimarães    Guimarães (S. Sebastião)    1 949     45', 'Barman');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12541611, 'Calisto', 'Sotomayor', 'Beja    Odemira    Relíquias    1 108     12 002', 'Engenheiro eletrotécnico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (75422113, 'Idalina', 'Garcia', 'Bragança    Vimioso    Vilar Seco    220    2 308', 'Especialista em cibersegurança');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (61131831, 'Mï¿½nica', 'Manso', 'Vila Real    Chaves    Sta. Maria Maior    12 260     415', 'Esteticista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11311532, 'Joaquim', 'Tristão', 'Braga    Braga    Cabreiros    1 638     276', 'Piloto');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31141142, 'Augusta', 'Abelho', 'Braga    Esposende    Antas    2 163     697', 'Agricultor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22671214, 'Apolï¿½nia', 'Álvaro', 'Lisboa    Lourinhã    Miragaia    1 670     1 215', 'Fotógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (18331413, 'Tasha', 'Ourique', 'Açores    Calheta (Açores)    Ribeira Seca    1 105     5 318', 'Carpinteiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (24116112, 'Clemente', 'Souto', 'Braga    Braga    Espinho    1 334     499', 'Médico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (52934261, 'Esdras', 'Alencar', 'Braga    Barcelos    Milhazes    984    306', 'Educador de infância');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (67711316, 'Dï¿½lia', 'Carvalhal', 'Coimbra    Góis    Cadafaz    283    3 415', 'Empreendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22661522, 'Mï¿½xima', 'Moura', 'Castelo Branco    Fundão    Orca    800    5 458', 'Engenheiro eletrotécnico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21321211, 'Manuela', 'Vilarim', 'Lisboa    Lourinhã    Ribamar    2 080     573', 'Biólogo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22352218, 'Jade', 'Vides', 'Évora    Évora    Malagueira    13 123     1 778', 'Guia turístico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (82122611, 'Eli', 'Filipe', 'Guarda    Celorico da Beira    Linhares    328    1 547', 'Animador turístico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11234121, 'Leï¿½ncio', 'Gil', 'Porto    Santo Tirso    Guimarei    736    643', 'Explicador / tutor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15562162, 'Augusta', 'Canejo', 'Aveiro    Espinho    Espinho    10 225     154', 'Militar');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15231612, 'Hilï¿½rio', 'Eanes', 'Braga    Guimarães    Gandarela    1 163     262', 'Farmacêutico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (17121432, 'Virgolina', 'Ginjeira', 'Bragança    Carrazeda de Ansiães    Linhares    574    2 739', 'Assistente social');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71166561, 'Cï¿½ssia', 'Piteira', 'Lisboa    Oeiras    Algés    19 540     192', 'Segurança privado');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21111325, 'Ingrid', 'Sabrosa', 'Braga    Vila Verde    Penascais    281    191', 'Carpinteiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21471292, 'Flï¿½vio', 'Rebotim', 'Viseu    Castro Daire    Gafanhão    177    776', 'Dentista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (56311251, 'Assunï¿½ï¿½o', 'Bogado', 'Porto    Santo Tirso    Santo Tirso    13 961     800', 'Analista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (18561451, 'Agostinho', 'Ventura', 'Braga    Fafe    Gontim    127    568', 'Administrador de sistemas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15546181, 'Sï¿½rgio', 'Avellar', 'Braga    Esposende    Gandra    1 254     555', 'Professor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13662134, 'Magali', 'Carlos', 'Lisboa    Sintra    Rio de Mouro    46 023     1 643', 'Canalizador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21686269, 'Leandra', 'Mourão', 'Vila Real    Montalegre    Contim    100    1 125', 'Operador logístico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (62121912, 'Rui', 'Manso', 'Porto    Felgueiras    Lagares    2 526     252', 'Técnico de radiologia');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15661529, 'Josafï¿½', 'Pacheco', 'Porto    Penafiel    Recezinhos (S. Martinho)    1 873     544', 'Operador logístico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (56415435, 'Elï¿½i', 'Lucena', 'Vila Real    Mesão Frio    Mesão Frio (Sta. Cristina)    821    641', 'Economista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (33813347, 'Flï¿½vio', 'Góis', 'Porto    Baião    Gove    2 030     1 227', 'DevOps engineer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (34197171, 'Israel', 'Rego', 'Bragança    Bragança    Gondesende    226    1 277', 'Técnico de manutenção');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71251262, 'Rï¿½ben', 'Mata', 'Braga    Cabeceiras de Basto    Cavês    1 599     2 608', 'Jornalista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (81125762, 'Angï¿½lica', 'Domingues', 'Braga    Vila Nova de Famalicão    Arnoso (Sta. Eulália)    1 122     268', 'Canalizador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (82153429, 'Mï¿½rcia', 'Canário', 'Vila Real    Vila Pouca de Aguiar    Gouvães da Serra    227    1 555', 'Esteticista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (72346218, 'Evelina', 'Rodrigues', 'Viana do castelo    Ponte de Lima    Calvelo    744    485', 'Cabeleireiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51793236, 'Douglas', 'Delgado', 'Faro    Silves    Pêra    1 951     2 026', 'Engenheiro mecânico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (92537166, 'Djamila', 'Carreira', 'Guarda    Sabugal    Pousafoles do Bispo    338    1 885', 'Videógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32429162, 'Tasha', 'Colares', 'Braga    Barcelos    Carreira    1 584     371', 'Gestor de produto');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32833113, 'Atanï¿½sio', 'Holanda', 'Leiria    Pedrogão Grande    Vila Facaia    702    1 732', 'Gestor de projetos IT');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21983999, 'Aquiles', 'Magalhães', 'Viseu    Penalva do Castelo    Trancozelos    332    516', 'Web designer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (27826439, 'Clï¿½vis', 'Castelhano', 'Lisboa    Azambuja    Vila Nova da Rainha    710    2 406', 'Comercial / vendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (84954253, 'Virgolina', 'Parracho', 'Leiria    Alvaiázere    Alvaiázere    1 818     3 232', 'Educador de infância');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (93211751, 'Avelina', 'Taveira', 'Viseu    Viseu    Fragosela    2 228     1 082', 'Médico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (99118628, 'Cidï¿½lia', 'Quirino', 'Braga    Vieira do Minho Mosteiro    931    1 062', 'Técnico de análises clínicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13172426, 'Adï¿½lia', 'Camargo', 'Guarda    Pinhel    Pala    629    1 312', 'Engenheiro eletrotécnico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (39233311, 'Licï¿½nio', 'Canedo', 'Vila Real    Montalegre    Paradela    221    1 234', 'Cuidador de idosos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12842516, 'Antenor', 'Almada', 'Santarem    Coruche    S. José da Lamarosa    2 017     11 047', 'Auxiliar de ação direta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22351325, 'Iracema', 'Soares', 'Viseu    Mangualde    Freixiosa    280    716', 'Maquinista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (26131812, 'Dalila', 'Mattozo', 'Viana do castelo    Ponte da Barca    Grovelas    248    340', 'Babysitter');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11417221, 'Morgana', 'Felipe', 'Évora    Évora    Sé e S. Pedro    2 027     60', 'Piloto');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51121413, 'Israel', 'Cantanhede', 'Viana do castelo    Melgaço    Vila    1 274     176', 'Pescador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13221635, 'Marisa', 'Faustino', 'Braga    Guimarães    Pinheiro    1 301     151', 'Professor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (63934419, 'Dï¿½lio', 'Santos', 'Viseu    Tondela    Sabugosa    623    839', 'Influenciador digital');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11861232, 'Romana', 'Mantas', 'Braga    Fafe    Ardegão    342    314', 'Cientista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (92196522, 'Sebastiï¿½o', 'Sanches', 'Castelo Branco    Castelo Branco    Santo André das Tojeiras    1 033     7 509', 'Nutricionista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16169232, 'Georgina', 'Fialho', 'Braga    Vila Verde    Sabariz    353    158', 'Engenheiro civil');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13712441, 'Hï¿½lio', 'Guerra', 'Guarda    Seia    Sta. Eulália    322    426', 'Investigador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21215292, 'Edgar', 'Aveiro', 'Viseu    Tondela    Silvares    184    834', 'Pescador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21151351, 'Elizeu', 'Assis', 'Braga    Vila Verde    Soutelo    1 986     471', 'Empregado de mesa');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (17211712, 'Calvin', 'Cruz', 'Açores    Sta. Cruz das Flores    Ponta Delgada    453    1 872', 'Web designer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (98754661, 'Vieira', 'Cabreira', 'Bragança    Mogadouro    Bruçó    265    3 154', 'Enfermeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31182157, 'Rubina', 'Rêgo', 'Porto    Vila do Conde    Modivas    1 899     408', 'Gestor de marketing');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22542112, 'Renan', 'Varella', 'Vila Real    Alijó    Casal de Loivos    198    355', 'Relações públicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31221271, 'Ariana', 'Raposo', 'Vila Real    Chaves    Vilarelho da Raia    619    1 775', 'Engenheiro civil');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12152233, 'Hildefonso', 'Sousa de Arronches', 'Bragança    Bragança    Coelhoso    299    2 023', 'DevOps engineer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (36244243, 'Emï¿½lia', 'Abreu', 'Braga    Guimarães    Figueiredo    484    211', 'Engenheiro mecânico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (35952331, 'Keila', 'Pádua', 'Aveiro    Sta. Maria da Feira    Mosteiró    2 043     295', 'Técnico de análises clínicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (48511114, 'Hebe', 'Granja', 'Braga    Guimarães    Corvite    (*)     (*)', 'Educador social');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (34171131, 'Brenda', 'Carvalhosa', 'Viana do castelo    Viana do Castelo    Neiva    1 267     657', 'Nutricionista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (56221156, 'Cremilda', 'Alcoforado', 'Aveiro    Águeda    Espinhel    2 799     1 195', 'Engenheiro informático');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (14152433, 'Angï¿½lica', 'Pedro', 'Braga    Vila Verde    Aboim da Nóbrega    1 155     1 173', 'Educador de infância');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11121138, 'Filipa', 'Paredes', 'Lisboa    Lisboa    S. João    17 073     156', 'Procurador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (52646498, 'Jï¿½', 'Picão', 'Porto    Valongo    Ermesinde    38 315     742', 'Explicador / tutor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16126253, 'Cesï¿½rio', 'Cachoeira', 'Lisboa    Amadora    S. Brás    20 695     512', 'Auxiliar de ação direta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (42213594, 'Nivalda', 'Sousa', 'Viseu    Armamar    S. Cosmado    707    1 373', 'Analista de investimentos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (95163124, 'Madalena', 'Oliveira', 'Porto    Lousada    Silvares    2 798     575', 'Advogado');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (82129112, 'Celina', 'Jardim', 'Viana do castelo    Viana do Castelo    Viana do Castelo (Sta Maria Maior)    9 940     232', 'Motorista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31811311, 'Emï¿½dio', 'Lagoa', 'Guarda    Guarda    Gonçalo Bocas    217    686', 'Investigador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11159414, 'Malvina', 'Melo', 'Viana do castelo    Ponte de Lima    Mato    285    250', 'Esteticista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (14652212, 'Elza', 'Canhão', 'Lisboa    Amadora    Damaia    20 591     141', 'Bombeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (19822171, 'Tasha', 'Gomide', 'Vila Real    Vila Real    Vila Real (S. Pedro)    4 422     217', 'Engenheiro industrial');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21469532, 'Nï¿½lida', 'Alvarenga', 'Braga    Amares    Amares    1 293     165', 'Relações públicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (34886126, 'Rafael', 'Monjardim', 'Aveiro    Aveiro    Vera Cruz    8 652     3 880', 'Notário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11726151, 'Faustino', 'Garrau', 'Viseu    Sátão    S. Miguel de Vila Boa    1 479     1 449', 'Técnico ambiental');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16112199, 'Dï¿½nia', 'Barra', 'Viana do castelo    Ponte da Barca    Nogueira    430    190', 'Estafeta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (81118211, 'Rogï¿½rio', 'Tigre', 'Bragança    Vinhais    Moimenta    184    1 735', 'Jornalista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (61211332, 'Glena', 'Valido', 'Coimbra    Cantanhede    Bolho    943    670', 'Psicólogo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (14361514, 'Mï¿½rcio', 'Anjos', 'Viana do castelo    Arcos de Valdevez    Giela    499    200', 'Auxiliar de ação direta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (25131525, 'Valentim', 'Belchiorinho', 'Aveiro    Arouca    Janarde    159    1 746', 'Técnico de recursos humanos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (73351322, 'Volney', 'Castilhos', 'Castelo Branco    Fundão    Janeiro de Cima    352    1 192', 'Jornalista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15319333, 'Leonardo', 'Cerveira', 'Guarda    Guarda    Gonçalo Bocas    217    686', 'Assistente social');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (55771267, 'Silvino', 'Areosa', 'Bragança    Vinhais    Quirás    225    2 719', 'Motorista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (37451197, 'Milene', 'Severiano', 'Vila Real    Boticas    Ardãos    311    2 241', 'Técnico de manutenção');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16955179, 'Cristiano', 'Damascena', 'Braga    Vila Nova de Famalicão    Nine    2 735     396', 'Técnico de análises clínicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (91422111, 'Miguel', 'Hernandes', 'Évora    Vendas Novas    Campinho    917    4 711', 'Solicitador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41211814, 'Rosï¿½rio', 'Carneiro', 'Açores    Angra do Heroísmo    Angra (Sta. Luzia)    3 001     120', 'Segurança privado');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15372414, 'Deonilde', 'Lousada', 'Évora    Borba    Orada    878    5 083', 'Biólogo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (42271144, 'Evelise', 'Conceição', 'Bragança    Vinhais    Edral    265    2 647', 'Técnico ambiental');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21615171, 'Barnabï¿½', 'Cesário', 'Açores    Angra do Heroísmo    Serreta    374    1 437', 'Analista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (84128115, 'Clï¿½udio', 'Palos', 'Madeira    Funchal    Santo António    21 931     2 221', 'Analista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (29731811, 'Estevï¿½o', 'Pastana', 'Açores    Povoação    Povoação    2 441     2 622', 'Freelancer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41918972, 'Maurï¿½cio', 'Casqueira', 'Castelo Branco    Fundão    Pêro Viseu    831    1 925', 'Pintor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (57315114, 'Nazï¿½rio', 'Medina', 'Castelo Branco    Fundão    Donas    912    808', 'Técnico de recursos humanos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22226161, 'Belmira', 'Nazário', 'Lisboa    Vila Franca de Xira    Vialonga    15 471     1 752', 'Estafeta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21592821, 'Manuelina', 'Botelho', 'Guarda    Seia    Sazes da Beira    341    639', 'Gestor de transportes');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (91459118, 'Elï¿½i', 'Cardoso', 'Bragança    Macedo de Cavaleiros    Lagoa    432    3 452', 'Canalizador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (28239932, 'Filipe', 'Severo', 'Évora    Vendas Novas    Campo    840    12 941', 'Cozinheiro / chef');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15191223, 'Marlene', 'Linhares', 'Porto    Santo Tirso    Burgães    2 244     506', 'Gestor de transportes');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22288249, 'Carmen', 'Osorio', 'Braga    Guimarães    Brito    4 605     614', 'Funcionário público');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22139121, 'Cï¿½tia', 'Montenegro', 'Braga    Barcelos    Aborim    971    390', 'Guia turístico');
