INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12554151, 'Paulina', 'Campelo', 'Braga    Póvoa de Lanhoso (N. S. do Amparo)    Taíde    1 569     734', 'Pescador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (56278312, 'Avelina', 'Amarante', 'Braga    Esposende    Forjães    2 577     886', 'Animador turístico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11981514, 'Eugï¿½nia', 'Passos', 'Setúbal    Alcácer do Sal    Torrão    2 758     37 276', 'Educador de infância');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (14191418, 'Tï¿½mara', 'Meirelles', 'Vila Real    Ribeira de Pena    Limões    393    1 718', 'Agricultor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (65131122, 'Nicia', 'Aragão', 'Lisboa    Odivelas    Odivelas    53 448     502', 'Fotógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (23148181, 'Cï¿½tia', 'Godoi', 'Bragança    Mirandela    Mascarenhas    670    2 807', 'Gestor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (34625121, 'Dulce', 'Monforte', 'Aveiro    Sta. Maria da Feira    Guisande    1 474     378', 'Bombeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32271252, 'Laurinda', 'Vilarinho', 'Coimbra    Figueira da Foz    Tavarede    7 722     970', 'Engenheiro mecânico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15441171, 'Fabrï¿½cio', 'Mendoça', 'Viseu    Armamar    Tões    195    176', 'Médico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (45531177, 'Edgar', 'Mieiro', 'Viseu    Viseu    Torredeita    1 451     1 572', 'Procurador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11344283, 'Laurinda', 'Álvaro', 'Viana do castelo    Monção    Sago    266    281', 'Ator');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (63171651, 'Mira', 'Junqueira', 'Porto    Lousada    Vilar do Torno e Alentém    1 447     457', 'Pescador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32131123, 'Levi', 'Linares', 'Viseu    Castro Daire    Gosende    557    2 057', 'Ator');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15311119, 'Samanta', 'Belchior', 'Lisboa    Lisboa    Benfica    41 368     794', 'Rececionista de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (46413112, 'Herodes', 'Bonilha', 'Castelo Branco    Proença-a-Nova    Montes da Senhora    925    3 373', 'Influenciador digital');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (67943241, 'Ieda', 'Godoi', 'Viseu    Tarouca    Salzedas    861    892', 'Especialista em cibersegurança');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11323124, 'Filomena', 'Souto Maior', 'Faro    Loulé    Almansil    8 795     6 269', 'Relações públicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11562751, 'Cosme', 'Guedelha', 'Porto    Felgueiras    Regilde    1 164     258', 'Engenheiro agrónomo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15116116, 'Tadeu', 'Noguera', 'Braga    Barcelos    Silveiros    1 108     461', 'Motorista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (27456381, 'Geraldina', 'Fraga', 'Aveiro    Ovar    Arada    3 430     1 534', 'Videógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (27313523, 'Acï¿½rcio', 'Baptista', 'Coimbra    Figueira da Foz    Quiaios    3 118     4 954', 'Babysitter');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32231111, 'Cï¿½tia', 'Marino', 'Porto    Vila Nova de Gaia    Serzedo    7 547     762', 'Ator');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (24191916, 'Gideï¿½o', 'Arruda', 'Braga    Braga    Priscos    1 301     372', 'Funcionário público');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (92853159, 'Silvï¿½ria', 'Alencastre', 'Guarda    Guarda    Carvalhal Meão    67    766', 'Explicador / tutor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (52339546, 'Esmeralda', 'Amaro', 'Açores    Angra do Heroísmo    Angra (S. Pedro)    3 638     385', 'Piloto');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16338141, 'Cï¿½ssio', 'Iglesias', 'Coimbra    Coimbra    Almalaguês    3 440     2 268', 'Investigador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11616152, 'Adï¿½o', 'Teixeira', 'Santarem    Rio Maior    S. Sebastião    564    1 548', 'Programador / Desenvolvedor de software');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (27118513, 'Fï¿½lix', 'Vasconcelos', 'Madeira    Funchal    S. Martinho    20 636     806', 'Gestor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13135129, 'Paulino', 'Rangel', 'Aveiro    Estarreja    Veiros    2 618     1 121', 'Educador de infância');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21191125, 'Clodoaldo', 'Capucho', 'Viseu    S. João da Pesqueira    Vilarouco    427    2 685', 'Pedreiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (57171231, 'Francisca', 'Caldas', 'Bragança    Carrazeda de Ansiães    Carrazeda de Ansiães    1 605     1 160', 'Escritor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (14632472, 'Anabela', 'Velázquez', 'Leiria    Pombal    Abiul    3 090     5 316', 'Programador / Desenvolvedor de software');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11132167, 'Dagmar', 'Caldas', 'Viana do castelo    Arcos de Valdevez    Tabaçô    351    90', 'Nutricionista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (14554341, 'Cristï¿½vï¿½o', 'Inês', 'Viseu    Resende    Barrô    1 035     1 023', 'Polícia');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15112142, 'Marcela', 'Mafra', 'Guarda    Almeida    Amoreira    185    1 330', 'Psicólogo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16132611, 'Olï¿½mpia', 'Lucena', 'Aveiro    Águeda    Segadães    1 205     338', 'Empreendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31213716, 'Justina', 'Freiria', 'Santarem    Mação    Amêndoa    658    3 700', 'Cabeleireiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (19212319, 'Telma', 'Mirandela', 'Porto    Maia    S. Pedro Fins    1 838     523', 'Auxiliar de ação direta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (44232923, 'Samanta', 'Barra', 'Açores    Horta    Flamengos    1 494     1 413', 'Fotógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (61693651, 'Carol', 'Sanches', 'Braga    Guimarães    Urgezes    5 124     462', 'Gestor de projetos IT');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13245121, 'Amador', 'Martínez', 'Guarda    Celorico da Beira    Linhares    328    1 547', 'Engenheiro eletrotécnico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (23876371, 'Yasmin', 'Paz', 'Vila Real    Murça    Carva    256    1 500', 'Médico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (61262116, 'Sï¿½lvia', 'Angelim', 'Santarem    Constância    Montalvo    1 081     1 251', 'Veterinário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16766211, 'Bartolomeu', 'Lara', 'Viana do castelo    Arcos de Valdevez    Portela    307    306', 'Relações públicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (33219212, 'Gonï¿½alo', 'Barbosa', 'Lisboa    Lisboa    Coração de Jesus    4 319     54', 'Gestor de produto');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (83411111, 'Abel', 'Raminhos', 'Viseu    Oliveira de Frades    Sejães    249    551', 'Babysitter');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71471715, 'Ermengarda', 'Cachão', 'Viseu    Armamar    S. Romão    233    297', 'Guarda prisional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32313861, 'Hï¿½rcules', 'Casalinho', 'Braga    Braga    Braga (S. José de S. Lázaro)    14 830     172', 'Veterinário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (23532123, 'Danilo', 'Narvais', 'Aveiro    Ovar    Esmoriz    10 993     905', 'Técnico ambiental');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (82641141, 'Quirino', 'Cipriano', 'Guarda    Sabugal    Bendada    677    3 604', 'Assistente dentário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (77911118, 'Adelina', 'Sant'Anna', 'Beja    Serpa    Vila Verde de Ficalho    1 446     10 503', 'Gestor de projetos IT');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (43222469, 'Francisca', 'Vides', 'Porto    Gondomar    Silvares    2 798     575', 'Fisioterapeuta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (94432118, 'Adolfo', 'Bugalho', 'Vila Real    Montalegre    Fervidelas    116    577', 'Jornalista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11212164, 'Mï¿½rio', 'Faustino', 'Bragança    Miranda do Douro    Cicouro    105    1 451', 'Programador / Desenvolvedor de software');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (45321712, 'Sofia', 'Vianna', 'Bragança    Macedo de Cavaleiros    Sesulfe    184    1 520', 'Operador logístico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31512188, 'Tomï¿½s', 'Dutra', 'Bragança    Macedo de Cavaleiros    Chacim    341    1 942', 'Investigador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (92611122, 'Soraia', 'Paes', 'Braga    Vizela    S. Miguel das Caldas    6 280     520', 'Serralheiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (14124151, 'Flï¿½via', 'Pinto', 'Vila Real    Vila Real    Vale de Nogueiras    1 011     1 298', 'Diretor de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (82172596, 'Pï¿½ricles', 'Paião', 'Viana do castelo    Valença    Ganfei    1 312     935', 'Diretor de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13112722, 'Gertrudes', 'Doutis', 'Leiria    Alcobaça    Cela    3 426     2 623', 'Engenheiro mecânico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (14863114, 'Laila', 'Gomide', 'Lisboa    Lisboa    Sta. Catarina    4 081     21', 'Educador social');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21211523, 'Geraldino', 'Cartaxo', 'Guarda    Seia    Vila Cova à Coelheira    574    1 000', 'Especialista em cibersegurança');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (61315112, 'Damiana', 'Mayor', 'Vila Real    Peso da Régua    Galafura    835    1 301', 'Analista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11151615, 'Simï¿½o', 'Farinha', 'Castelo Branco    Sertã    Cabeçudo    999    995', 'Cozinheiro / chef');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (47113214, 'Mï¿½nica', 'Azeredo', 'Vila Real    Montalegre    Outeiro    203    5 158', 'Advogado');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12327115, 'Hï¿½lio', 'Mont'Alverne', 'Santarem    Rio Maior    Alcobertas    2 033     3 203', 'Músico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (49973141, 'Joaquim', 'Castelhano', 'Vila Real    Vila Real    Campeã    1 627     2 391', 'Economista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (88931719, 'Raquel', 'Basílio', 'Viseu    Mangualde    Santiago de Cassurrães    1 412     2 234', 'Esteticista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (25595421, 'Alexander', 'Ferraço', 'Santarem    Santarem    Vale de Santarém    3 144     1 015', 'Gestor de produto');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15411521, 'Heidi', 'Grilo', 'Viseu    Resende    Miomães    391    277', 'Engenheiro mecânico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11324417, 'Douglas', 'Borja', 'Castelo Branco    Covilhã    Peraboa    1 072     3 060', 'Analista de investimentos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31243121, 'Lancelote', 'Palhares', 'Leiria    Batalha    S. Mamede    3 513     4 038', 'Engenheiro civil');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (87112213, 'Cristiano', 'Figueiró', 'Beja    Mértola    S. Sebastião dos Carros    300    7 176', 'Técnico ambiental');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (25631218, 'Juca', 'Villaverde', 'Leiria    Caldas da Rainha    Landal    1 144     994', 'Engenheiro informático');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (17413428, 'Damiï¿½o', 'Cartaxo', 'Castelo Branco    Idanha-a-Nova    Alcafozes    252    5 657', 'Guia turístico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (67114769, 'Ilda', 'Valadares', 'Santarem    Ourém    Olival    2 159     2 111', 'Militar');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41118731, 'Brï¿½gida', 'Sardinha', 'Faro    Faro    Conceição    3 751     2 174', 'Investigador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (42528213, 'Lena', 'Cordeiro', 'Santarem    Abrantes    Bemposta    2 252     18 773', 'Freelancer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51825171, 'Serena', 'Câmara', 'Beja    Almodôvar    Sta. Cruz    898    12 382', 'Rececionista de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51143121, 'Alberto', 'Peralta', 'Viseu    Penalva do Castelo    Esmolfe    485    1 070', 'Cozinheiro / chef');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (53867922, 'Salema', 'Furquim', 'Lisboa    Lourinhã    Sta. Bárbara    1 414     751', 'Auditor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16113171, 'Noï¿½mia', 'Damascena', 'Guarda    Guarda    Vale de Estrela    418    1 295', 'Carpinteiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13222232, 'Altair', 'Festas', 'Setúbal    Santiago do Cacém    Santiago do Cacém    7 274     11 679', 'Psicólogo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12781941, 'Rosï¿½rio', 'Alvim', 'Açores    Angra do Heroísmo    S. Bartolomeu de Regatos    1 569     2 644', 'Diretor de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (81213122, 'Luca', 'Pereira', 'Évora    Portel    Oriola    495    3 621', 'Gestor de projetos IT');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (42112591, 'Violante', 'Seabra', 'Évora    Estremoz    Veiros    1 233     3 970', 'Relações públicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11157213, 'Olivier', 'Setúbal', 'Braga    Celorico de Basto    Canedo de Basto    1 028     1 023', 'Motorista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (23311714, 'Nadina', 'Torres', 'Braga    Guimarães    Airão (S. João Baptista)    886    282', 'Gestor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (77121446, 'Dï¿½nia', 'Cunha', 'Braga    Vila Verde    Codeceda    212    375', 'Consultor financeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (18796139, 'Alice', 'Galante', 'Viseu    Mangualde    Lobelhe do Mato    317    136', 'Engenheiro civil');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11195854, 'Leonor', 'Dotel', 'Braga    Barcelos    Faria    583    301', 'Assistente dentário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (61835762, 'Ladislau', 'Ferreira', 'Açores    Horta    Ribeirinha    439    1 127', 'Cozinheiro / chef');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (36716633, 'Virgolina', 'Pardo', 'Coimbra    Figueira da Foz    Maiorca    3 006     2 699', 'Personal trainer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (72125912, 'Alda', 'Madeira', 'Bragança    Bragança    Espinhosela    305    3 596', 'Técnico de manutenção');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21175414, 'Nazarï¿½', 'Telinhos', 'Castelo Branco    Idanha-a-Nova    Segura    233    7 376', 'Funcionário público');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (19229625, 'Mï¿½xima', 'Valgueiro', 'Viseu    Sta. Comba Dão    Nagozela    528    756', 'Cuidador de idosos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16944622, 'Calvin', 'Siqueira', 'Braga    Barcelos    Alvelos    2 168     422', 'Cabeleireiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13233325, 'Natividade', 'Capucho', 'Braga    Guimarães    Briteiros (Sta. Leocádia)    906    508', 'Pintor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31153348, 'Sheila', 'Cunha', 'Bragança    Vinhais    Soeira    120    1 397', 'Administrador de sistemas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51158241, 'Virgï¿½lio', 'Mirandela', 'Bragança    Miranda do Douro    Paradela    165    1 384', 'Engenheiro agrónomo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (72111119, 'Tomï¿½', 'Penteado', 'Lisboa    Mafra    Santo Estêvão das Galés    1 620     1 846', 'Guia turístico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (28631319, 'Adï¿½o', 'Viegas', 'Castelo Branco    Castelo Branco    Almaceda    943    7 246', 'Diretor de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (75122479, 'Wilker', 'Alvarenga', 'Braga    Cabeceiras de Basto    Pedraça    895    1 249', 'Eletricista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (67236145, 'Samara', 'Custódio', 'Guarda    Sabugal    Alfaiates    419    2 797', 'Escritor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11112211, 'Graciete', 'Dourado', 'Lisboa    Loures    Santo António dos Cavaleiros    21 947     466', 'Formador profissional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16596851, 'Urraca', 'Vilar', 'Lisboa    Lisboa    Sta. Maria de Belém    9 752     339', 'Solicitador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (73563251, 'Lï¿½dia', 'Chousa', 'Porto    Vila do Conde    Touguinhó    1 458     476', 'Babysitter');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11712151, 'Fausto', 'Cascais', 'Viseu    Sernancelhe    Sta. Leocádia    134    299', 'Cozinheiro / chef');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (73512712, 'Jasmim', 'Marino', 'Porto    Paredes    Gondalães    1 050     195', 'Web designer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15111219, 'Guida', 'Fontoura', 'Aveiro    Aveiro    Eirol    781    440', 'Cientista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (39412411, 'Andrï¿½', 'Mafra', 'Viana do castelo    Vila Nova de Cerveira    Vila Nova de Cerveira    1 264     332', 'Tradutor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31653225, 'Alcina', 'Aleixo', 'Guarda    Trancoso    Vila Garcia    198    1 329', 'Jornalista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11252141, 'Flï¿½via', 'Bugalho', 'Coimbra    Cantanhede    S. Caetano    938    1 723', 'Funcionário público');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11194519, 'Dï¿½rio', 'Botelho', 'Bragança    Vimioso    Pinelo    271    3 313', 'Formador profissional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (18332758, 'Deonilde', 'Cerqueira', 'Guarda    Sabugal    Santo Estêvão    360    2 359', 'Educador de infância');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (39131111, 'Joï¿½o', 'Novais', 'Porto    Felgueiras    Vila Verde    714    122', 'Professor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (33942226, 'Altino', 'Forte', 'Porto    Porto    Paranhos    48 686     667', 'Solicitador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (89114724, 'Salomï¿½o', 'Talhão', 'Braga    Celorico de Basto    Britelo    2 542     661', 'Especialista em marketing digital');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (33112124, 'Ada', 'Vilalobos', 'Viseu    S. Pedro do Sul    Baiões    300    244', 'Soldador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13194831, 'Gerson', 'Canela', 'Vila Real    Montalegre    Venda Nova    401    797', 'Escritor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (73217171, 'Eleutï¿½rio', 'Couto', 'Viana do castelo    Viana do Castelo    Castelo do Neiva    3 203     764', 'Comercial / vendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (56312218, 'Alba', 'Gomes', 'Bragança    Vimioso    Carção    525    2 760', 'Escritor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71382712, 'Duarte', 'Galindo', 'Viana do castelo    Caminha    Cristelo    244    255', 'Enfermeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (19142135, 'Hildefonso', 'Pessanha', 'Faro    Vila do Bispo    Budens    1 573     4 569', 'Assistente dentário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (52951191, 'Renan', 'Casalinho', 'Vila Real    Chaves    Soutelinho da Raia    192    724', 'Pintor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (56523418, 'Valentim', 'Castello', 'Santarem    Tomar    Carregueiros    1 255     1 235', 'Auditor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (75112212, 'Mara', 'Belém', 'Aveiro    Arouca    Tropeço    1 297     940', 'Educador de infância');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13811216, 'Hilton', 'Rosário', 'Évora    Montemor-o-Novo    Ciborro    841    5 631', 'Médico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21643182, 'Adosinda', 'Salvado', 'Viseu    Moimenta da Beira    Cabaços    395    1 183', 'Empreendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21162111, 'Gil', 'Jácome', 'Guarda    Seia    Sabugueiro    570    4 647', 'Biólogo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (33118111, 'ï¿½scar', 'Sacadura', 'Guarda    Vila Nova de Foz Côa    Seixas    357    1 251', 'Contabilista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (56524761, 'Olï¿½mpio', 'Quintella', 'Lisboa    Mafra    Encarnação    3 893     2 854', 'Consultor financeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (92535721, 'Milton', 'Ruas', 'Bragança    Vinhais    Moimenta    184    1 735', 'Administrador de sistemas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41144322, 'Florinda', 'Prada', 'Braga    Braga    Pedralva    1 150     820', 'Gestor de projetos IT');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21458411, 'Amadeu', 'Jesus', 'Viseu    Carregal do Sal    Currelos    2 261     1 141', 'Serralheiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (28121887, 'Luciana', 'Espargosa', 'Porto    Penafiel    Cabeça Santa    2 537     510', 'Freelancer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21697511, 'Mï¿½ximo', 'Anlicoara', 'Viseu    Sernancelhe    Penso    244    771', 'Contabilista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13214253, 'Nisa', 'Matta', 'Guarda    Gouveia    Gouveia (S. Pedro)    2 314     2 814', 'Técnico de análises clínicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31823211, 'Blenda', 'Rivero', 'Viana do castelo    Ponte de Lima    Rebordões (Sta. Maria)    1 065     720', 'Analista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (25527111, 'Marta', 'Castel-Branco', 'Açores    Ponta Delgada    Sete Cidades    858    1 922', 'Procurador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16121243, 'Ulisses', 'Rico', 'Vila Real    Vila Pouca de Aguiar    Afonsim    223    1 254', 'Influenciador digital');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (92825514, 'Getï¿½lio', 'Mederos', 'Leiria    Leiria    Marrazes    20 444     1 890', 'Técnico administrativo');
